@relation QueryResult

@attribute FULL_TEXT {'JAKARTA, KOMPAS.com - Hubungan pemain sinetron sekaligus pembawa acara Jessica Iskandar dengan suaminya, Ludwig Franz Wilibald semakin tak baik. Sebab, sampai saat ini, Ludwig masih merasa tak pernah menjalani pernikahan dengan Jessica. Padahal, keduanya sudah dikaruniai seorang anak lelaki.   "Harapannya agar tercapai satu kata perdamaian. Ya tentunya agar supaya berjiwa besar, telah terjadi perkawinan," kata kuasa hukum Jessica, Brian Praneda dalam wawancara dengan Tabloidnova.com di Pengadilan Negeri Jakarta Selatan, Rabu (26/11/2014).   Brian menekankan, anak tersebut merupakan darah daging dari pernikahan Ludwig dan Jessica. "Kalau menurut saya diakui atau tidak itu darah daging dia," katanya.   Seperti diketahui Jessica menikah dengan Ludwig pada Desember 2013 lalu. Sejak saat itu keduanya sama sekali tak pernah tersorot dengan kabar miring seputar rumah tangga mereka. Seiring berjalannya waktu, Jessica pun melahirkan buah hatinya bersama Ludwig di Caifornia, AS. Meski begitu, Jessica tetap saja merahas'}
@attribute JUDUL {'Jessica Iskandar Ingin Ludwig Berjiwa Besar Akui Pernikahannya'}
@attribute LABEL {'?'}

@data
'JAKARTA, KOMPAS.com - Hubungan pemain sinetron sekaligus pembawa acara Jessica Iskandar dengan suaminya, Ludwig Franz Wilibald semakin tak baik. Sebab, sampai saat ini, Ludwig masih merasa tak pernah menjalani pernikahan dengan Jessica. Padahal, keduanya sudah dikaruniai seorang anak lelaki.   "Harapannya agar tercapai satu kata perdamaian. Ya tentunya agar supaya berjiwa besar, telah terjadi perkawinan," kata kuasa hukum Jessica, Brian Praneda dalam wawancara dengan Tabloidnova.com di Pengadilan Negeri Jakarta Selatan, Rabu (26/11/2014).   Brian menekankan, anak tersebut merupakan darah daging dari pernikahan Ludwig dan Jessica. "Kalau menurut saya diakui atau tidak itu darah daging dia," katanya.   Seperti diketahui Jessica menikah dengan Ludwig pada Desember 2013 lalu. Sejak saat itu keduanya sama sekali tak pernah tersorot dengan kabar miring seputar rumah tangga mereka. Seiring berjalannya waktu, Jessica pun melahirkan buah hatinya bersama Ludwig di Caifornia, AS. Meski begitu, Jessica tetap saja merahas','Jessica Iskandar Ingin Ludwig Berjiwa Besar Akui Pernikahannya','?'
